Gene_ID	COG_ID	Identity	Align_Length	Mismatch	Gap	Q_start	Q_end	T_start	T_end	E_value	Score	Function
fake_2M_genome_001162	gi|384134651|ref|YP_005517365.1|	46.8	94	50	0	9	102	10	103	5.3e-19	96.7	gi|384134651|ref|YP_005517365.1| Thioredoxin domain protein [Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1]
fake_2M_genome_001163	gi|337744557|ref|YP_004638719.1|	49.2	305	150	3	10	312	1	302	1.2e-77	293.1	gi|337744557|ref|YP_004638719.1| glucokinase [Paenibacillus mucilaginosus KNP414]
fake_2M_genome_001164	gi|337744559|ref|YP_004638721.1|	60.6	292	112	2	1	289	1	292	9.1e-101	369.8	gi|337744559|ref|YP_004638721.1| hypothetical protein KNP414_00208 [Paenibacillus mucilaginosus KNP414]
fake_2M_genome_001165	gi|337744560|ref|YP_004638722.1|	60.4	318	126	0	15	332	12	329	1e-108	396.4	gi|337744560|ref|YP_004638722.1| hypothetical protein KNP414_00209 [Paenibacillus mucilaginosus KNP414]
fake_2M_genome_001166	gi|337744561|ref|YP_004638723.1|	61.4	308	117	2	1	308	1	306	1.9e-101	372.1	gi|337744561|ref|YP_004638723.1| WhiA protein [Paenibacillus mucilaginosus KNP414]
fake_2M_genome_001167	gi|430751622|ref|YP_007214530.1|	70.6	85	25	0	1	85	1	85	1.8e-25	117.9	gi|430751622|ref|YP_007214530.1| phosphotransferase system HPr (HPr) family protein [Thermobacillus composti KWC4]
fake_2M_genome_001168	gi|427725112|ref|YP_007072389.1|	27.2	217	150	4	4	215	14	227	5.3e-13	77.8	gi|427725112|ref|YP_007072389.1| hypothetical protein Lepto7376_3338 [Leptolyngbya sp. PCC 7376]
fake_2M_genome_001170	gi|430751620|ref|YP_007214528.1|	80.1	186	37	0	1	186	8	193	1.1e-83	312.4	gi|430751620|ref|YP_007214528.1| ATP-dependent Clp protease, proteolytic subunit ClpP [Thermobacillus composti KWC4]
fake_2M_genome_001171	gi|331698972|ref|YP_004335211.1|	42.9	203	116	0	14	216	16	218	9e-43	176.8	gi|331698972|ref|YP_004335211.1| creatininase [Pseudonocardia dioxanivorans CB1190]
fake_2M_genome_001172	gi|296134202|ref|YP_003641449.1|	43.4	463	243	7	3	452	1	457	8e-104	380.6	gi|296134202|ref|YP_003641449.1| RNA polymerase sigma 54 subunit RpoN [Thermincola potens JR]
fake_2M_genome_001173	gi|212640339|ref|YP_002316859.1|	51.6	337	163	0	1	337	1	337	2.3e-95	352.1	gi|212640339|ref|YP_002316859.1| contains sigma factor-related N-terminal domain, partial [Anoxybacillus flavithermus WK1]
fake_2M_genome_001174	gi|226314824|ref|YP_002774720.1|	80.5	333	65	0	1	333	1	333	1.1e-153	545.8	gi|226314824|ref|YP_002774720.1| glyceraldehyde 3-phosphate dehydrogenase [Brevibacillus brevis NBRC 100599]
fake_2M_genome_001175	gi|212640337|ref|YP_002316857.1|	71.6	395	110	2	1	394	1	394	4.3e-162	573.9	gi|212640337|ref|YP_002316857.1| phosphoglycerate kinase [Anoxybacillus flavithermus WK1]
fake_2M_genome_001176	gi|212640336|ref|YP_002316856.1|	62.3	247	92	1	1	246	1	247	6.8e-84	313.5	gi|212640336|ref|YP_002316856.1| triosephosphate isomerase [Anoxybacillus flavithermus WK1]
fake_2M_genome_001177	gi|212640335|ref|YP_002316855.1|	73.6	507	134	0	5	511	4	510	6.3e-222	773.1	gi|212640335|ref|YP_002316855.1| phosphoglyceromutase [Anoxybacillus flavithermus WK1]
fake_2M_genome_001178	gi|375010188|ref|YP_004983821.1|	79.3	429	87	1	1	427	1	429	5.1e-193	676.8	gi|375010188|ref|YP_004983821.1| enolase [Geobacillus thermoleovorans CCB_US3_UF5]
fake_2M_genome_001179	gi|226314810|ref|YP_002774706.1|	66.2	77	26	0	1	77	1	77	1.6e-15	84.7	gi|226314810|ref|YP_002774706.1| preprotein translocase subunit [Brevibacillus brevis NBRC 100599]
fake_2M_genome_001181	gi|295696721|ref|YP_003589959.1|	52	246	110	4	5	245	9	251	1.5e-67	259.2	gi|295696721|ref|YP_003589959.1| Carboxylesterase [Kyrpidia tusciae DSM 2912]
fake_2M_genome_001182	gi|430751609|ref|YP_007214517.1|	65	709	237	7	1	699	11	718	4.9e-255	883.6	gi|430751609|ref|YP_007214517.1| ribonuclease R [Thermobacillus composti KWC4]
fake_2M_genome_001183	gi|430751608|ref|YP_007214516.1|	68.7	147	45	1	7	152	9	155	8.7e-50	199.5	gi|430751608|ref|YP_007214516.1| ssrA-binding protein [Thermobacillus composti KWC4]
fake_2M_genome_001184	gi|337751355|ref|YP_004645517.1|	29.7	1014	600	30	7	967	2	955	4.1e-95	352.8	gi|337751355|ref|YP_004645517.1| DNA helicase [Paenibacillus mucilaginosus KNP414]
fake_2M_genome_001190	gi|16077431|ref|NP_388245.1|	66.7	189	63	0	1	189	13	201	3e-68	261.2	gi|16077431|ref|NP_388245.1| phenolic acid decarboxylase subunit B [Bacillus subtilis subsp. subtilis str. 168]
fake_2M_genome_001191	gi|374994188|ref|YP_004969687.1|	66.8	211	70	0	5	215	4	214	1e-80	302.8	gi|374994188|ref|YP_004969687.1| hemolysin III family channel protein [Desulfosporosinus orientis DSM 765]
fake_2M_genome_001193	gi|392410413|ref|YP_006447020.1|	43	495	280	2	3	495	5	499	3.6e-113	411.8	gi|392410413|ref|YP_006447020.1| acyl-CoA synthetase (AMP-forming)/AMP-acid ligase II [Desulfomonile tiedjei DSM 6799]
fake_2M_genome_001195	gi|226311569|ref|YP_002771463.1|	70.7	341	100	0	1	341	1	341	3.5e-139	497.7	gi|226311569|ref|YP_002771463.1| DNA polymerase IV [Brevibacillus brevis NBRC 100599]
fake_2M_genome_001197	gi|212638732|ref|YP_002315252.1|	68.3	300	94	1	4	302	16	315	1e-118	429.5	gi|212638732|ref|YP_002315252.1| L-lactate dehydrogenase [Anoxybacillus flavithermus WK1]
fake_2M_genome_001198	gi|386715555|ref|YP_006181878.1|	57.1	538	230	1	3	539	1	538	4.7e-159	564.3	gi|386715555|ref|YP_006181878.1| L-lactate permease family transporter [Halobacillus halophilus DSM 2266]
fake_2M_genome_001199	gi|295697126|ref|YP_003590364.1|	58.7	109	45	0	5	113	4	112	7e-34	146.4	gi|295697126|ref|YP_003590364.1| hypothetical protein [Kyrpidia tusciae DSM 2912]
fake_2M_genome_001200	gi|23100211|ref|NP_693678.1|	34.6	693	429	10	3	680	1	684	2e-114	416.4	gi|23100211|ref|NP_693678.1| hypothetical protein OB2756 [Oceanobacillus iheyensis HTE831]
fake_2M_genome_001201	gi|557828044|ref|YP_008800595.1|	70.9	86	25	0	2	87	3	88	2.4e-28	127.5	gi|557828044|ref|YP_008800595.1| PTS lactose transporter subunit IIB [Exiguobacterium sp. MH3]
fake_2M_genome_001202	gi|557828045|ref|YP_008800596.1|	68.3	413	131	0	11	423	8	420	6.4e-156	553.5	gi|557828045|ref|YP_008800596.1| PTS beta-glucoside transporter subunit IIBC [Exiguobacterium sp. MH3]
fake_2M_genome_001205	gi|337744732|ref|YP_004638894.1|	48.5	1362	659	14	5	1346	7	1346	0	1260.7	gi|337744732|ref|YP_004638894.1| DNA translocase FtsK [Paenibacillus mucilaginosus KNP414]
fake_2M_genome_001206	gi|337744736|ref|YP_004638898.1|	50.6	87	43	0	1	87	1	87	3.6e-16	87	gi|337744736|ref|YP_004638898.1| hypothetical protein KNP414_00403 [Paenibacillus mucilaginosus KNP414]
fake_2M_genome_001207	gi|15615502|ref|NP_243806.1|	42.9	280	160	0	6	285	5	284	3.9e-59	231.5	gi|15615502|ref|NP_243806.1| hypothetical protein BH2940 [Bacillus halodurans C-125]
fake_2M_genome_001208	gi|310780332|ref|YP_003968664.1|	50.9	448	217	2	6	450	9	456	1.4e-132	476.1	gi|310780332|ref|YP_003968664.1| class III aminotransferase [Ilyobacter polytropus DSM 2926]
fake_2M_genome_001209	gi|313122664|ref|YP_004044591.1|	30.3	165	110	2	59	218	17	181	3.3e-16	88.6	gi|313122664|ref|YP_004044591.1| nicotinamidase-like amidase [Halogeometricum borinquense DSM 11551]
fake_2M_genome_001213	gi|186683577|ref|YP_001866773.1|	42.1	240	137	2	4	242	16	254	1.5e-51	206.1	gi|186683577|ref|YP_001866773.1| thioesterase [Nostoc punctiforme PCC 73102]
fake_2M_genome_001214	gi|269128036|ref|YP_003301406.1|	38.8	201	120	3	29	229	16	213	1.3e-34	149.8	gi|269128036|ref|YP_003301406.1| 4'-phosphopantetheinyl transferase [Thermomonospora curvata DSM 43183]
fake_2M_genome_001216	gi|30261709|ref|NP_844086.1|	62.1	380	144	0	2	381	5	384	4.8e-129	464.2	gi|30261709|ref|NP_844086.1| germination protein GerN [Bacillus anthracis str. Ames]
fake_2M_genome_001217	gi|116620052|ref|YP_822208.1|	54.3	92	41	1	7	97	6	97	6.3e-20	99.8	gi|116620052|ref|YP_822208.1| hypothetical protein Acid_0924 [Candidatus Solibacter usitatus Ellin6076]
fake_2M_genome_001218	gi|295695259|ref|YP_003588497.1|	67.3	499	162	1	4	501	3	501	7.8e-185	649.8	gi|295695259|ref|YP_003588497.1| sodium solute transporter superfamily protein [Kyrpidia tusciae DSM 2912]
fake_2M_genome_001219	gi|15613455|ref|NP_241758.1|	49	241	122	1	7	247	18	257	3.5e-64	248.1	gi|15613455|ref|NP_241758.1| hypothetical protein BH0892 [Bacillus halodurans C-125]
fake_2M_genome_001220	gi|15613456|ref|NP_241759.1|	66.4	143	48	0	18	160	8	150	3.2e-55	217.6	gi|15613456|ref|NP_241759.1| hypothetical protein BH0893 [Bacillus halodurans C-125]
fake_2M_genome_001224	gi|386713349|ref|YP_006179672.1|	49.2	264	126	4	1	257	1	263	3.4e-67	258.1	gi|386713349|ref|YP_006179672.1| GNAT family acetyltransferase [Halobacillus halophilus DSM 2266]
fake_2M_genome_001226	gi|488773932|ref|YP_007943348.1|	57.4	216	90	1	15	228	12	227	1.3e-57	226.1	gi|488773932|ref|YP_007943348.1| futalosine nucleosidase [Desulfotomaculum gibsoniae DSM 7213]
fake_2M_genome_001227	gi|169830471|ref|YP_001716453.1|	71	279	76	2	1	274	1	279	6.5e-117	423.3	gi|169830471|ref|YP_001716453.1| hypothetical protein Daud_0260 [Candidatus Desulforudis audaxviator MP104C]
fake_2M_genome_001228	gi|158316612|ref|YP_001509120.1|	42.3	163	87	4	1	159	1	160	1.8e-27	125.9	gi|158316612|ref|YP_001509120.1| NUDIX hydrolase [Frankia sp. EAN1pec]
fake_2M_genome_001229	gi|30261406|ref|NP_843783.1|	58.5	236	98	0	1	236	1	236	3.7e-76	287.7	gi|30261406|ref|NP_843783.1| YkgG family protein [Bacillus anthracis str. Ames]
fake_2M_genome_001230	gi|449088191|ref|YP_007420632.1|	76.4	471	111	0	1	471	1	471	1.9e-212	741.5	gi|449088191|ref|YP_007420632.1| iron-sulfur cluster-binding protein [Bacillus thuringiensis serovar kurstaki str. HD73]
fake_2M_genome_001231	gi|212639833|ref|YP_002316353.1|	72.3	238	66	0	2	239	1	238	8e-103	376.3	gi|212639833|ref|YP_002316353.1| Fe-S oxidoreductase [Anoxybacillus flavithermus WK1]
fake_2M_genome_001232	gi|226312638|ref|YP_002772532.1|	55.2	232	104	0	5	236	1	232	2.8e-66	255	gi|226312638|ref|YP_002772532.1| transcriptional regulator [Brevibacillus brevis NBRC 100599]
fake_2M_genome_001233	gi|108763230|ref|YP_629431.1|	56.1	98	43	0	5	102	141	238	4.1e-27	123.6	gi|108763230|ref|YP_629431.1| short chain dehydrogenase/reductase oxidoreductase [Myxococcus xanthus DK 1622]
fake_2M_genome_001235	gi|521459144|ref|YP_008149439.1|	55.1	147	60	2	3	143	402	548	2.7e-37	157.9	gi|521459144|ref|YP_008149439.1| oxidoreductase [Sorangium cellulosum So0157-2]
fake_2M_genome_001236	gi|386715266|ref|YP_006181589.1|	58.3	309	120	1	1	300	1	309	3.6e-100	367.9	gi|386715266|ref|YP_006181589.1| aldo/keto reductase family protein [Halobacillus halophilus DSM 2266]
fake_2M_genome_001237	gi|302390103|ref|YP_003825924.1|	56.4	388	169	0	7	394	2	389	4e-128	461.1	gi|302390103|ref|YP_003825924.1| methionine gamma-lyase [Thermosediminibacter oceani DSM 16646]
fake_2M_genome_001238	gi|78043030|ref|YP_360910.1|	45.2	516	280	2	1	516	1	513	3.2e-117	425.2	gi|78043030|ref|YP_360910.1| Fis family transcriptional regulator [Carboxydothermus hydrogenoformans Z-2901]
fake_2M_genome_001239	gi|375007031|ref|YP_004980662.1|	62.6	356	132	1	1	355	1	356	1.2e-131	472.6	gi|375007031|ref|YP_004980662.1| UDP-N-acetylglucosamine-N-acetylmuramyl- (pentapeptide) pyrophosphoryl-undecaprenol N- acetylglucosamine transferase [Geobacillus thermoleovorans CCB_US3_UF5]
fake_2M_genome_001240	gi|449090659|ref|YP_007423100.1|	71.4	622	172	3	1	620	1	618	9.9e-214	746.1	gi|449090659|ref|YP_007423100.1| PTS system, IIbc component [Bacillus thuringiensis serovar kurstaki str. HD73]
fake_2M_genome_001241	gi|30263721|ref|NP_846098.1|	56	300	130	1	1	300	1	298	4.3e-93	344.4	gi|30263721|ref|NP_846098.1| 1-phosphofructokinase [Bacillus anthracis str. Ames]
fake_2M_genome_001242	gi|375008920|ref|YP_004982553.1|	58.5	224	93	0	1	224	22	245	6.6e-70	266.9	gi|375008920|ref|YP_004982553.1| DeoR family transcriptional regulator [Geobacillus thermoleovorans CCB_US3_UF5]
fake_2M_genome_001244	gi|430749964|ref|YP_007212872.1|	68.7	1148	352	3	1	1147	1	1142	0	1604.3	gi|430749964|ref|YP_007212872.1| 5-methyltetrahydrofolate--homocysteine methyltransferase [Thermobacillus composti KWC4]
fake_2M_genome_001245	gi|226311791|ref|YP_002771685.1|	60.2	605	232	5	10	610	12	611	5.7e-209	730.3	gi|226311791|ref|YP_002771685.1| bifunctional homocysteine S-methyltransferase/5,10-methylenetetrahydrofolate reductase protein [Brevibacillus brevis NBRC 100599]
fake_2M_genome_001249	gi|430750877|ref|YP_007213785.1|	76.7	313	73	0	1	313	1	313	1.2e-138	495.7	gi|430750877|ref|YP_007213785.1| (E)-4-hydroxy-3-methyl-but-2-enyl pyrophosphate reductase [Thermobacillus composti KWC4]
fake_2M_genome_001252	gi|51892252|ref|YP_074943.1|	38.3	303	169	3	8	301	1	294	2.2e-52	209.1	gi|51892252|ref|YP_074943.1| hypothetical protein STH1114 [Symbiobacterium thermophilum IAM 14863]
fake_2M_genome_001255	gi|150391389|ref|YP_001321438.1|	44.3	262	146	0	15	276	17	278	4.5e-57	224.6	gi|150391389|ref|YP_001321438.1| N-acetyltransferase GCN5 [Alkaliphilus metalliredigens QYMF]
fake_2M_genome_001256	gi|226313474|ref|YP_002773368.1|	70.4	125	37	0	1	125	1	125	2.7e-47	191	gi|226313474|ref|YP_002773368.1| S-adenosylmethionine decarboxylase proenzyme [Brevibacillus brevis NBRC 100599]
fake_2M_genome_001257	gi|20808700|ref|NP_623871.1|	48.3	567	288	4	6	568	2	567	1.1e-145	520	gi|20808700|ref|NP_623871.1| phosphoenolpyruvate-protein kinase [Thermoanaerobacter tengcongensis MB4]
fake_2M_genome_001258	gi|438001700|ref|YP_007271443.1|	57.3	82	35	0	1	82	1	82	1.4e-17	91.7	gi|438001700|ref|YP_007271443.1| catabolite repression HPr-like protein [Tepidanaerobacter acetatoxydans Re1]
fake_2M_genome_001259	gi|302390507|ref|YP_003826328.1|	40	95	57	0	4	98	2	96	3.3e-14	80.9	gi|302390507|ref|YP_003826328.1| PTS system lactose/cellobiose-specific transporter subunit IIB [Thermosediminibacter oceani DSM 16646]
fake_2M_genome_001260	gi|435855185|ref|YP_007316504.1|	35.2	574	336	10	1	539	1	573	1.7e-82	310.5	gi|435855185|ref|YP_007316504.1| transcriptional antiterminator [Halobacteroides halobius DSM 5150]
fake_2M_genome_001261	gi|434391221|ref|YP_007126168.1|	59.8	498	200	0	2	499	8	505	2.3e-181	638.3	gi|434391221|ref|YP_007126168.1| Carboxypeptidase Taq [Gloeocapsa sp. PCC 7428]
fake_2M_genome_001262	gi|337744887|ref|YP_004639049.1|	70.7	321	94	0	10	330	6	326	3.8e-135	484.2	gi|337744887|ref|YP_004639049.1| protein BioB [Paenibacillus mucilaginosus KNP414]
fake_2M_genome_001263	gi|147677795|ref|YP_001212010.1|	34.1	249	158	3	1	248	1	244	7.2e-33	144.1	gi|147677795|ref|YP_001212010.1| sporulation control protein [Pelotomaculum thermopropionicum SI]
fake_2M_genome_001266	gi|226314484|ref|YP_002774380.1|	61.1	800	309	1	2	799	3	802	3.6e-285	983.8	gi|226314484|ref|YP_002774380.1| 3-hydroxyacyl-CoA dehydrogenase [Brevibacillus brevis NBRC 100599]
fake_2M_genome_001267	gi|226314483|ref|YP_002774379.1|	72.2	392	109	0	1	392	1	392	3.3e-162	574.3	gi|226314483|ref|YP_002774379.1| acetyl-CoA C-acyltransferase [Brevibacillus brevis NBRC 100599]
fake_2M_genome_001268	gi|226314482|ref|YP_002774378.1|	65.9	596	193	5	1	590	1	592	8.8e-220	766.1	gi|226314482|ref|YP_002774378.1| acyl-CoA dehydrogenase [Brevibacillus brevis NBRC 100599]
fake_2M_genome_001271	gi|337748904|ref|YP_004643066.1|	44.1	254	142	0	1	254	1	254	2.1e-56	222.2	gi|337748904|ref|YP_004643066.1| hydrolase [Paenibacillus mucilaginosus KNP414]
fake_2M_genome_001273	gi|337749899|ref|YP_004644061.1|	62.2	45	17	0	9	53	12	56	3.2e-09	63.9	gi|337749899|ref|YP_004644061.1| twin-arginine translocation protein TatA [Paenibacillus mucilaginosus KNP414]
fake_2M_genome_001274	gi|347539332|ref|YP_004846757.1|	52.9	51	22	1	17	65	17	67	2.4e-09	63.9	gi|347539332|ref|YP_004846757.1| hypothetical protein NH8B_1521 [Pseudogulbenkiania sp. NH8B]
fake_2M_genome_001275	gi|375007468|ref|YP_004981101.1|	69	687	210	2	5	690	4	688	3.2e-269	930.6	gi|375007468|ref|YP_004981101.1| carbon starvation protein A [Geobacillus thermoleovorans CCB_US3_UF5]
fake_2M_genome_001276	gi|226310280|ref|YP_002770174.1|	68.1	94	30	0	2	95	3	96	9.9e-28	125.6	gi|226310280|ref|YP_002770174.1| aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C [Brevibacillus brevis NBRC 100599]
fake_2M_genome_001277	gi|430751073|ref|YP_007213981.1|	70.9	488	139	2	1	485	1	488	4.8e-195	683.7	gi|430751073|ref|YP_007213981.1| glutamyl-tRNA(Gln) and/or aspartyl-tRNA(Asn) amidotransferase subunit A [Thermobacillus composti KWC4]
fake_2M_genome_001278	gi|226310282|ref|YP_002770176.1|	69.4	477	146	0	1	477	1	477	2e-193	678.3	gi|226310282|ref|YP_002770176.1| aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B [Brevibacillus brevis NBRC 100599]
fake_2M_genome_001280	gi|226313856|ref|YP_002773750.1|	45.2	241	132	0	4	244	3	243	1e-52	209.9	gi|226313856|ref|YP_002773750.1| hypothetical protein BBR47_42690 [Brevibacillus brevis NBRC 100599]
fake_2M_genome_001282	gi|434387893|ref|YP_007098504.1|	30.3	353	225	9	16	355	30	374	2e-33	146.4	gi|434387893|ref|YP_007098504.1| hydrogenase/urease accessory protein [Chamaesiphon minutus PCC 6605]
fake_2M_genome_001283	gi|375009414|ref|YP_004983047.1|	72.8	471	126	1	1	471	1	469	1.1e-201	705.7	gi|375009414|ref|YP_004983047.1| 6-phosphogluconate dehydrogenase [Geobacillus thermoleovorans CCB_US3_UF5]
fake_2M_genome_001284	gi|375010598|ref|YP_004984231.1|	69.5	433	132	0	1	433	1	433	4.4e-160	567.4	gi|375010598|ref|YP_004984231.1| Guanine/hypoxanthine permease pbuO [Geobacillus thermoleovorans CCB_US3_UF5]
fake_2M_genome_001285	gi|15613239|ref|NP_241542.1|	53.7	294	135	1	1	294	1	293	3.6e-89	331.3	gi|15613239|ref|NP_241542.1| lipid kinase [Bacillus halodurans C-125]
fake_2M_genome_001286	gi|15613250|ref|NP_241553.1|	56.8	458	197	1	1	457	1	458	6.5e-162	573.5	gi|15613250|ref|NP_241553.1| RNA methyltransferase [Bacillus halodurans C-125]
fake_2M_genome_001287	gi|126641802|ref|YP_001084786.1|	40.3	288	169	1	9	293	14	301	1.7e-59	232.6	gi|126641802|ref|YP_001084786.1| Alpha/beta hydrolase [Acinetobacter baumannii ATCC 17978]
fake_2M_genome_001288	gi|256421711|ref|YP_003122364.1|	51.3	199	95	1	3	199	2	200	6.1e-48	193.7	gi|256421711|ref|YP_003122364.1| TetR family transcriptional regulator [Chitinophaga pinensis DSM 2588]
fake_2M_genome_001289	gi|89894422|ref|YP_517909.1|	46.7	460	242	2	2	458	9	468	1.3e-112	409.8	gi|89894422|ref|YP_517909.1| hypothetical protein DSY1676 [Desulfitobacterium hafniense Y51]
fake_2M_genome_001290	gi|148378832|ref|YP_001253373.1|	70.5	268	78	1	1	267	1	268	4.1e-116	420.6	gi|148378832|ref|YP_001253373.1| non-heme chloroperoxidase [Clostridium botulinum A str. ATCC 3502]
fake_2M_genome_001292	gi|212640590|ref|YP_002317110.1|	78.8	509	106	2	1	508	2	509	3.6e-230	800.4	gi|212640590|ref|YP_002317110.1| alkyl hydroperoxide reductase large subunit [Anoxybacillus flavithermus WK1]
fake_2M_genome_001293	gi|375009669|ref|YP_004983302.1|	81.3	187	35	0	1	187	1	187	1.5e-88	328.6	gi|375009669|ref|YP_004983302.1| alkyl hydroperoxide reductase subunit C [Geobacillus thermoleovorans CCB_US3_UF5]
fake_2M_genome_001294	gi|226312705|ref|YP_002772599.1|	59	244	100	0	1	244	1	244	2.5e-75	285	gi|226312705|ref|YP_002772599.1| transcriptional regulator [Brevibacillus brevis NBRC 100599]
fake_2M_genome_001295	gi|374995002|ref|YP_004970501.1|	35.3	150	97	0	6	155	23	172	1.8e-20	102.4	gi|374995002|ref|YP_004970501.1| transcriptional regulator [Desulfosporosinus orientis DSM 765]
fake_2M_genome_001296	gi|384145240|ref|YP_005528056.1|	45.7	219	113	4	2	218	1	215	5e-43	177.6	gi|384145240|ref|YP_005528056.1| type 11 methyltransferase [Amycolatopsis mediterranei S699]
fake_2M_genome_001297	gi|257784648|ref|YP_003179865.1|	39.7	358	211	3	13	366	2	358	3.3e-71	271.9	gi|257784648|ref|YP_003179865.1| hypothetical protein Apar_0845 [Atopobium parvulum DSM 20469]
fake_2M_genome_001301	gi|257784007|ref|YP_003179224.1|	30.2	172	112	5	3	170	8	175	1.9e-09	65.9	gi|257784007|ref|YP_003179224.1| hypothetical protein Apar_0200 [Atopobium parvulum DSM 20469]
fake_2M_genome_001302	gi|434384691|ref|YP_007095302.1|	55.4	511	207	5	5	509	11	506	8.3e-158	560.1	gi|434384691|ref|YP_007095302.1| type I restriction system adenine methylase HsdM [Chamaesiphon minutus PCC 6605]
fake_2M_genome_001303	gi|408489648|ref|YP_006866017.1|	39.5	410	230	8	15	410	35	440	2.1e-63	246.1	gi|408489648|ref|YP_006866017.1| type I restriction-modification system, specificity subunit S HsdS [Psychroflexus torquis ATCC 700755]
fake_2M_genome_001304	gi|53803780|ref|YP_114328.1|	45.6	1065	534	13	7	1033	9	1066	2.5e-254	881.7	gi|53803780|ref|YP_114328.1| type I restriction-modification system, R subunit [Methylococcus capsulatus str. Bath]
fake_2M_genome_001305	gi|325107547|ref|YP_004268615.1|	40.5	237	138	3	6	242	16	249	6.3e-39	164.1	gi|325107547|ref|YP_004268615.1| hypothetical protein Plabr_0972 [Planctomyces brasiliensis DSM 5305]
fake_2M_genome_001311	gi|15901127|ref|NP_345731.1|	44.4	223	122	2	1	222	1	222	3.8e-54	214.5	gi|15901127|ref|NP_345731.1| licC protein [Streptococcus pneumoniae TIGR4]
fake_2M_genome_001312	gi|550890001|ref|YP_008664093.1|	39.5	304	181	2	8	309	3	305	5.9e-56	221.1	gi|550890001|ref|YP_008664093.1| conserved hypothetical protein [Adlercreutzia equolifaciens DSM 19450]
fake_2M_genome_001313	gi|19704991|ref|NP_602486.1|	35.9	612	362	9	6	612	4	590	1.9e-111	406.4	gi|19704991|ref|NP_602486.1| choline kinase [Fusobacterium nucleatum subsp. nucleatum ATCC 25586]
fake_2M_genome_001314	gi|317134020|ref|YP_004089931.1|	33.2	280	177	4	2	278	6	278	3.2e-34	148.7	gi|317134020|ref|YP_004089931.1| LicD family protein [Ruminococcus albus 7]
fake_2M_genome_001315	gi|269120480|ref|YP_003308657.1|	56.5	62	27	0	6	67	2	63	4.9e-14	79.7	gi|269120480|ref|YP_003308657.1| AbrB family transcriptional regulator [Sebaldella termitidis ATCC 33386]
fake_2M_genome_001316	gi|375009809|ref|YP_004983442.1|	63.1	412	145	4	12	416	9	420	7.5e-141	503.4	gi|375009809|ref|YP_004983442.1| alkaline phosphatase [Geobacillus thermoleovorans CCB_US3_UF5]
fake_2M_genome_001317	gi|297617306|ref|YP_003702465.1|	69.6	283	85	1	3	285	1	282	1.1e-111	406	gi|297617306|ref|YP_003702465.1| degV family protein [Syntrophothermus lipocalidus DSM 12680]
fake_2M_genome_001318	gi|169828173|ref|YP_001698331.1|	66.8	337	112	0	1	337	9	345	3.7e-138	494.2	gi|169828173|ref|YP_001698331.1| hypothetical protein Bsph_2661 [Lysinibacillus sphaericus C3-41]
fake_2M_genome_001319	gi|212639000|ref|YP_002315520.1|	75	268	67	0	1	268	1	268	3.9e-117	424.1	gi|212639000|ref|YP_002315520.1| ferrichrome ABC transporter ATP-binding protein [Anoxybacillus flavithermus WK1]
fake_2M_genome_001320	gi|30260521|ref|NP_842898.1|	69.5	305	89	3	1	301	1	305	3.6e-116	421	gi|30260521|ref|NP_842898.1| iron compound ABC transporter substrate-binding protein [Bacillus anthracis str. Ames]
fake_2M_genome_001321	gi|30260520|ref|NP_842897.1|	66.4	330	111	0	4	333	7	336	5.5e-118	427.2	gi|30260520|ref|NP_842897.1| iron compound ABC transporter permease [Bacillus anthracis str. Ames]
fake_2M_genome_001322	gi|435853361|ref|YP_007314680.1|	61.5	335	129	0	1	335	1	335	8.8e-116	419.9	gi|435853361|ref|YP_007314680.1| ABC-type Fe3+-siderophore transport system, permease component [Halobacteroides halobius DSM 5150]
fake_2M_genome_001324	gi|449089946|ref|YP_007422387.1|	62.7	375	136	3	1	375	1	371	1.2e-132	476.1	gi|449089946|ref|YP_007422387.1| hypothetical protein HD73_3288 [Bacillus thuringiensis serovar kurstaki str. HD73]
fake_2M_genome_001325	gi|337748646|ref|YP_004642808.1|	47.7	398	202	3	1	392	1	398	4.5e-103	377.9	gi|337748646|ref|YP_004642808.1| FAD-dependent pyridine nucleotide-disulfide oxidoreductase [Paenibacillus mucilaginosus KNP414]
fake_2M_genome_001326	gi|337749117|ref|YP_004643279.1|	47.9	284	140	4	15	290	1	284	1.1e-69	266.5	gi|337749117|ref|YP_004643279.1| ECF subfamily RNA polymerase sigma-24 subunit [Paenibacillus mucilaginosus KNP414]
fake_2M_genome_001327	gi|226309992|ref|YP_002769886.1|	55.8	199	81	2	1	192	12	210	1.1e-59	232.6	gi|226309992|ref|YP_002769886.1| NAD(P)H nitroreductase [Brevibacillus brevis NBRC 100599]
fake_2M_genome_001328	gi|296132558|ref|YP_003639805.1|	38.8	170	93	3	5	174	7	165	2.4e-25	118.6	gi|296132558|ref|YP_003639805.1| cell wall hydrolase/autolysin [Thermincola potens JR]
fake_2M_genome_001329	gi|375009356|ref|YP_004982989.1|	78.9	142	30	0	4	145	6	147	1.9e-62	241.5	gi|375009356|ref|YP_004982989.1| peptidyl-prolyl cis-trans isomerase [Geobacillus thermoleovorans CCB_US3_UF5]
